Study Hours,Sleep Hours,Social Media,Attendance,Past Avg Score,actual_score,predicted_score
3.38,5.29,1.15,70.12,74.32,94.74,94.75367494821208
4.87,8.38,3.26,72.59,64.27,109.92,109.93520432292154
5.19,5.09,3.67,95.44,57.81,106.36,106.39607334370257
7.82,3.33,2.93,96.42,76.01,133.84,133.84049701204466
5.87,4.9,1.28,63.73,57.34,107.02,107.02422235151568
7.77,4.87,0.76,75.48,50.49,125.89,125.85955427061546
7.58,7.39,4.32,84.55,69.61,134.95,134.95974342852958
6.26,3.22,1.73,92.77,89.14,126.0,126.0275714637704
4.38,3.06,4.07,58.93,54.05,79.82,79.75748856487645
4.8,4.2,4.48,76.09,86.66,104.29,104.33106957856594
2.91,8.16,1.56,75.05,92.89,107.24,107.22179467755423
4.27,3.43,3.52,76.88,83.7,98.27,98.22382241446314
2.43,3.31,3.46,53.36,75.68,71.18,71.15875723361003
3.18,5.44,1.36,76.32,52.31,86.02,86.03928427728272
6.05,5.84,0.54,75.34,97.24,132.37,132.3887838695187
2.09,6.58,2.45,92.39,84.75,95.31,95.26767942774482
7.85,4.95,0.68,60.28,70.83,130.53,130.5556821078247
4.68,7.02,3.08,54.8,65.28,99.59,99.57145735231911
5.91,7.01,0.18,99.85,68.09,131.01,131.05192282364314
3.88,8.36,1.83,89.2,79.25,114.77,114.80096572795875
4.09,3.64,1.14,88.27,54.14,93.53,93.58641076747023
7.38,8.37,0.27,95.77,72.02,148.55,148.53031315012967
6.76,3.21,2.65,56.31,89.07,117.72,117.69059371859481
4.76,6.94,3.43,74.26,95.43,117.23,117.2507728531975
7.69,7.25,3.3,65.79,72.81,133.18,133.22129403893317
4.02,3.49,4.31,57.35,79.61,87.09,87.07815374026836
4.16,4.9,4.27,50.62,81.45,91.37,91.36529718712598
3.58,5.59,3.89,57.01,76.24,88.84,88.80841812193479
1.27,4.91,0.53,75.03,82.77,80.73,80.7167577731312
4.95,3.45,2.25,94.43,53.77,100.24,100.23661285258996
5.19,6.39,2.68,95.29,72.93,118.31,118.27971660799588
7.77,6.39,1.59,89.66,94.53,150.6,150.63137803381252
6.91,5.73,1.47,63.1,54.38,117.13,117.12138630143737
4.58,3.95,4.38,80.98,73.14,97.88,97.85978643471493
7.99,8.27,2.47,88.24,57.11,141.07,141.09674186508428
2.91,5.93,4.11,96.69,59.05,88.41,88.38707666361289
5.56,8.21,3.76,81.88,67.66,118.82,118.7785825922885
5.87,6.42,1.85,54.46,82.92,117.93,117.89591474706394
2.16,3.32,4.36,79.14,90.6,80.64,80.66183317540907
6.42,3.1,1.3,67.14,52.41,105.6,105.5848987126726
1.15,6.94,2.19,94.6,87.66,90.25,90.2347958198886
5.27,7.21,3.49,60.71,55.68,102.52,102.56446382157695
4.97,6.56,0.11,72.26,90.35,122.05,122.00855466373343
3.26,7.59,2.36,79.97,91.22,107.92,107.86980832377546
5.46,3.65,1.29,91.75,65.75,111.33,111.33494316110155
3.22,7.35,1.68,50.38,63.73,88.31,88.27522432638915
7.89,8.9,2.57,90.89,58.09,143.06,143.07395122905137
2.99,5.01,1.25,76.43,72.36,91.35,91.3127079634808
5.39,5.06,4.03,77.51,53.41,100.24,100.24647053463512
4.81,5.53,0.32,83.37,72.8,113.37,113.37119505275632
1.68,5.62,2.03,97.6,83.2,90.49,90.48056391813213
2.84,4.36,4.3,92.71,97.53,96.88,96.8656566105649
7.91,4.9,4.47,97.54,82.7,139.29,139.29300064166054
5.63,8.87,1.77,51.71,56.92,112.02,112.02060851458201
6.07,7.89,0.4,83.43,76.11,132.95,132.97385549670156
4.25,4.47,1.02,78.52,90.89,109.58,109.5322679463463
5.72,3.33,0.07,63.1,74.77,110.19,110.16735059139343
1.71,4.12,1.56,55.09,94.46,78.91,78.94039032465486
1.82,4.07,4.81,85.77,73.54,74.09,74.11668250681504
3.9,5.73,4.27,51.44,50.68,79.46,79.45265459299938
7.29,6.86,4.42,50.89,96.1,131.04,131.0573625592562
3.47,3.06,3.22,90.3,62.14,85.92,85.91549042605824
6.02,3.37,0.71,81.76,57.74,110.48,110.49346132786054
4.57,3.08,0.93,60.53,71.58,95.32,95.30003106195552
2.33,6.61,3.0,58.54,95.96,90.77,90.74605211390332
7.99,4.18,2.61,86.71,97.58,144.23,144.27596731165903
5.86,7.42,0.81,76.32,96.42,134.8,134.84507164592827
7.62,8.07,2.18,85.29,68.7,141.53,141.4978882543118
6.94,4.95,1.08,64.19,90.23,130.51,130.4992038038468
6.77,8.81,3.5,98.01,75.4,139.91,139.92446711235138
7.6,4.83,0.69,69.71,79.26,134.11,134.12711661118735
3.57,4.81,4.8,82.97,78.78,93.33,93.36305188341429
4.03,7.15,2.18,76.27,69.28,103.98,103.95312742178857
4.62,4.67,3.86,71.19,97.96,108.35,108.41130271804084
5.41,7.4,0.9,90.93,75.59,126.64,126.60589011288222
2.6,6.17,3.09,53.37,52.16,72.62,72.60371239737921
1.15,6.65,4.15,67.48,74.57,72.08,72.07163161594536
5.31,4.37,0.49,80.16,82.28,116.9,116.88017741851056
2.57,6.04,0.79,80.56,88.35,99.19,99.17839730374516
1.9,6.52,2.33,82.91,94.14,94.56,94.52962975872217
5.55,6.62,4.17,82.58,51.6,106.86,106.88387765520909
6.77,6.56,1.04,51.76,82.71,127.14,127.1419534497874
7.58,3.68,3.13,80.37,62.72,122.18,122.19874676716098
2.15,4.18,2.92,88.55,55.5,74.78,74.81435708415582
6.66,3.77,1.59,83.11,64.96,118.98,118.98681924646759
6.96,5.11,4.26,54.88,58.51,109.29,109.31713247771728
7.04,5.22,4.12,90.26,68.91,125.37,125.42241862424785
1.78,7.22,0.05,72.41,53.7,80.78,80.782424144354
5.32,6.25,1.21,93.18,69.47,119.97,119.95256342213162
2.8,4.48,2.45,60.97,55.02,74.04,74.03769917054144
7.91,5.12,2.61,96.66,57.94,133.52,133.504387496439
2.67,6.5,1.01,58.93,61.19,83.65,83.66418530043228
6.74,3.28,2.08,80.64,93.57,127.93,127.96040405843065
3.57,6.8,0.62,85.31,86.17,111.4,111.35171659562411
7.15,8.79,0.71,72.97,91.07,147.64,147.6202270787342
6.3,6.12,1.25,97.05,77.8,132.82,132.79595763138676
7.49,3.72,4.12,52.11,94.22,123.69,123.6507690619196
1.53,8.01,0.51,77.86,92.46,97.09,97.12270605951028
4.52,3.95,4.22,98.82,94.01,111.34,111.34082087268568
4.25,4.79,0.12,61.16,62.64,95.77,95.7831175501459
7.71,7.68,3.44,71.01,73.7,136.28,136.33354588995874
5.86,6.28,0.7,63.54,75.0,119.26,119.24194208193715
3.03,6.01,4.19,75.27,54.34,81.2,81.2363835839112
5.77,3.97,1.08,67.66,71.65,110.66,110.63751729795636
4.91,4.86,4.2,82.89,69.83,103.16,103.16896088368706
6.32,8.86,4.82,76.73,76.21,127.32,127.32385206377273
7.75,8.68,4.93,89.86,52.51,133.87,133.8927065916497
1.96,8.98,4.47,79.84,53.45,80.94,80.97194976876226
7.56,7.17,0.25,84.29,84.1,147.93,147.97809496219602
5.22,4.47,4.6,89.44,76.26,108.49,108.52626339292912
5.15,7.09,0.86,73.07,86.07,122.19,122.24957999893866
5.56,4.06,4.56,78.47,55.05,98.66,98.66036181199395
5.25,6.53,2.45,60.43,97.39,118.98,119.02541376271373
5.87,5.95,1.42,56.6,94.46,122.63,122.60418699541718
5.07,6.08,4.94,58.61,91.85,108.29,108.31309944910471
6.94,8.14,2.1,99.17,81.48,145.03,145.02455490894656
1.13,3.16,4.81,64.61,52.37,50.36,50.35930202669422
6.74,6.75,4.88,93.38,90.15,135.25,135.2253153383529
1.86,4.47,1.04,88.9,81.42,87.35,87.30807930748776
4.32,5.22,4.63,58.27,79.02,94.34,94.36852173239068
4.48,4.86,3.27,76.25,95.9,109.61,109.59541688886088
1.06,6.24,2.64,76.16,91.18,82.35,82.30022761605304
5.32,8.31,0.97,51.41,85.72,120.59,120.58121594338732
3.75,5.24,4.84,60.24,97.81,96.97,96.98601157853344
6.2,6.64,3.96,59.94,62.8,110.86,110.90160549570996
3.47,3.76,1.23,82.45,69.81,92.71,92.70861745804405
5.5,7.82,2.62,93.62,60.69,120.1,120.08265605737641
7.22,5.31,0.94,93.73,81.01,139.59,139.5538849570693
1.42,4.91,1.17,60.8,64.88,69.34,69.36090695502907
4.63,6.67,4.4,84.79,91.66,115.01,114.98189801070006
1.65,6.86,1.93,95.71,95.42,98.42,98.45206318712692
1.79,6.95,4.8,71.61,93.2,86.08,86.1233456560567
2.0,4.86,0.55,74.06,86.44,88.27,88.27388720141957
1.81,3.58,3.64,80.87,74.8,73.92,73.93049162793052
3.89,8.08,2.12,70.8,60.46,100.4,100.43391046132113
3.84,6.76,2.15,78.48,56.98,96.86,96.87577692901733
5.96,8.21,2.42,58.28,58.51,114.35,114.31773463737693
6.41,3.66,0.78,79.94,51.63,111.76,111.74334479196533
1.61,5.52,1.57,50.26,59.99,67.0,66.98261854623404
4.11,3.85,2.84,86.76,50.64,89.17,89.14330877104253
1.58,4.74,3.13,75.26,85.9,79.14,79.11782607156789
6.83,5.6,2.12,72.91,91.15,132.34,132.3635775606323
7.33,6.33,4.91,50.29,75.0,120.2,120.22669743938305
1.05,7.73,1.34,84.28,66.43,81.8,81.8161037429467
5.46,5.55,3.56,56.94,76.11,106.22,106.19558984948365
2.48,8.65,2.71,50.75,51.58,78.73,78.70608907331804
2.46,3.21,0.27,63.74,72.51,79.32,79.35496898595699
2.45,7.64,0.83,52.5,95.57,97.32,97.28809625597603
6.46,8.3,1.11,80.07,67.18,131.73,131.7136415645328
3.02,5.23,1.95,77.72,95.37,100.44,100.43438168670531
3.68,8.26,4.02,94.63,81.58,110.91,110.88212477695782
4.67,6.37,3.42,85.69,58.22,103.35,103.29500790737774
2.31,3.11,4.12,87.59,58.4,71.51,71.51620881507746
4.44,6.06,2.28,69.62,64.39,100.23,100.22164590631112
4.91,3.72,3.4,83.29,63.15,98.82,98.7965859751197
5.1,8.21,3.28,81.71,87.34,123.44,123.4200472439825
6.25,5.6,3.85,57.47,59.79,106.5,106.5062653042185
6.27,6.05,0.51,98.42,57.06,125.87,125.91044593281345
4.91,6.44,3.87,92.77,64.09,109.26,109.23739144238013
6.05,3.12,1.83,67.73,81.72,113.14,113.15664052553706
3.23,6.83,3.55,71.0,76.59,94.36,94.39602248211233
4.28,5.7,1.36,93.97,94.48,118.87,118.88402767194677
2.3,6.65,2.05,89.7,68.14,90.75,90.71620958895457
4.84,6.41,0.51,83.11,94.07,124.31,124.33190985104659
7.61,3.37,2.67,80.92,81.83,130.28,130.26820489844232
6.76,4.38,1.8,58.13,83.69,121.33,121.29473394145217
2.33,5.94,4.5,62.92,55.06,70.66,70.68897457012463
2.98,5.62,4.67,92.41,90.75,98.34,98.36372420251169
6.42,7.59,1.11,94.31,67.21,133.54,133.50789980253856
5.91,6.71,0.22,96.89,75.22,132.05,132.03596780538763
4.83,4.58,4.87,79.42,81.65,103.92,103.95610534376127
1.7,7.36,0.39,70.34,76.77,88.38,88.40998212610302
2.8,5.57,4.4,96.6,91.26,98.55,98.59482899667543
2.47,6.03,0.7,91.25,92.85,103.4,103.43580114923063
7.03,6.1,2.93,80.02,64.52,125.54,125.52419412772109
1.92,7.59,0.73,67.12,94.53,96.53,96.53841651821196
2.52,8.94,1.96,54.05,72.53,90.78,90.80678917867513
5.54,6.06,2.09,81.09,96.75,126.91,126.88791386525851
3.39,6.08,0.64,53.67,73.84,93.06,93.10635911723924
6.94,7.47,0.48,99.69,63.68,139.25,139.28998983361546
1.49,6.04,4.94,91.54,63.39,74.48,74.46792346883814
3.43,6.02,3.94,83.73,61.06,90.64,90.59283630428826
7.19,4.51,3.15,66.77,84.04,125.53,125.58704170006295
1.97,7.52,4.67,65.87,91.0,87.06,87.11125576107636
3.45,3.11,0.63,50.69,50.66,74.54,74.58911254057581
4.26,6.58,4.02,55.15,85.28,100.7,100.69685532918855
1.52,6.85,0.1,92.98,51.44,82.48,82.4998427091663
1.7,3.16,2.43,84.57,74.33,75.03,75.02249954498413
5.65,5.41,1.7,96.85,85.62,126.95,126.98395333254066
5.01,5.73,1.56,51.14,66.39,101.07,101.05717956389499
1.48,4.12,0.96,95.26,55.33,74.49,74.46947603715243
3.86,4.97,1.45,78.31,54.43,92.04,92.01437041606447
5.17,3.81,2.84,84.95,58.27,101.06,101.0725516699981
1.81,5.41,2.59,53.48,89.77,79.29,79.29147318915973
6.63,4.19,4.62,97.41,71.46,120.83,120.80744425855468
1.9,8.7,0.01,72.41,67.23,91.76,91.79507015756855
4.59,4.16,2.83,55.29,87.09,99.54,99.55248355327863
2.17,4.48,0.95,89.61,71.66,86.61,86.616878319085
2.1,5.08,2.6,87.01,68.36,82.36,82.38681724489086
7.87,4.61,1.99,60.38,91.74,135.44,135.49015615589474
2.52,3.42,2.21,76.42,67.04,78.24,78.26121379845837
2.22,5.69,1.44,66.68,87.54,89.2,89.18988416268749
1.67,5.38,1.3,96.75,52.59,78.65,78.63070347172429
5.24,3.78,4.11,51.23,74.69,95.49,95.52403056303704
1.79,3.56,3.66,93.84,87.63,82.66,82.67418043961786
5.32,4.4,2.26,83.04,51.96,102.24,102.25546570831327
4.11,7.35,2.64,58.46,50.37,91.48,91.44518290870107
5.61,3.32,2.2,92.65,97.15,122.75,122.70572899629968
4.71,8.78,0.19,50.5,70.6,111.76,111.73983372252167
6.58,5.55,0.12,77.32,53.81,120.37,120.34971035403696
5.81,3.78,0.14,67.39,75.29,113.67,113.68257798329779
4.45,8.28,3.28,98.27,61.23,112.28,112.30378137175242
4.12,3.28,4.73,94.65,75.94,96.21,96.23106527054058
4.46,3.14,4.41,83.88,95.79,104.23,104.22028867019638
7.8,4.87,4.19,75.74,65.83,125.48,125.48394027360783
3.64,7.17,3.0,71.16,70.04,97.64,97.63396527603868
4.03,6.98,0.4,56.81,83.32,106.74,106.78092848777692
7.26,8.1,3.62,57.75,69.98,127.66,127.71711500275654
6.25,3.39,2.03,90.76,82.52,122.6,122.59637311551035
3.45,6.69,4.63,72.43,58.49,86.97,86.98458000168245
7.63,6.93,3.43,62.05,54.64,123.07,123.07065021352258
7.76,3.31,0.41,73.98,58.33,124.42,124.47541917035109
4.64,6.39,0.95,96.92,64.52,113.87,113.9145016172565
4.01,4.36,2.36,72.31,58.66,89.64,89.60620498744461
6.36,4.88,2.03,74.86,55.69,112.59,112.55352869095115
1.2,8.33,2.89,97.67,67.7,86.36,86.39162915042542
1.27,3.63,0.59,68.31,62.66,66.68,66.69580331387253
6.8,8.45,2.84,99.35,54.01,132.34,132.2798875838282
1.03,4.33,1.06,96.53,74.97,79.07,79.08701711463205
5.7,6.24,1.71,57.67,79.39,115.63,115.65686261083101
7.13,5.85,1.13,79.34,62.83,128.37,128.39410498474115
5.97,7.82,1.67,63.23,64.99,118.81,118.814972217893
2.0,3.99,4.41,71.74,76.12,73.1,73.11936311321871
5.47,8.14,0.41,86.92,93.49,136.29,136.30339346581098
2.61,3.39,0.16,51.23,55.84,71.02,71.04323709602352
2.23,3.7,1.7,78.7,96.01,89.76,89.7840581542844
1.14,3.54,3.11,96.92,73.54,73.2,73.15183717557728
7.35,8.29,0.23,71.78,79.83,144.02,144.0268290939194
1.65,3.8,1.99,85.81,56.5,70.64,70.61219155566572
4.92,5.06,4.45,77.57,79.18,105.47,105.5030928536468
3.03,7.42,4.06,56.39,73.3,87.63,87.64661972561763
6.91,3.5,2.29,76.57,81.82,123.78,123.80904271340805
1.23,8.6,3.6,63.87,51.58,69.47,69.46231813595841
5.73,7.05,3.67,64.54,76.07,115.16,115.17011287175833
2.4,4.35,0.29,74.45,74.6,86.24,86.24453376350847
2.92,7.89,4.75,98.2,61.4,94.51,94.47055113886711
1.32,8.06,2.88,71.87,73.97,81.47,81.44903270609876
4.61,6.03,1.73,67.56,89.09,112.04,112.02424408373476
4.36,5.74,2.71,89.17,67.12,104.69,104.63919013011825
2.15,3.23,2.67,86.13,57.85,72.64,72.67817069948426
4.71,4.09,2.13,66.49,56.42,92.94,92.91400243519483
6.26,3.03,1.64,77.89,88.14,120.76,120.77309490443866
3.15,7.9,4.87,50.61,54.34,79.2,79.22806443569283
1.55,5.06,2.06,99.68,87.74,90.01,90.01061993617101
2.28,3.03,1.91,77.57,70.34,77.22,77.196235658397
4.35,5.7,0.42,68.36,70.9,104.3,104.27771439711718
2.29,5.93,2.87,67.05,92.22,89.66,89.6630592995887
3.63,4.62,1.41,70.96,86.72,99.72,99.68591482239397
5.85,5.31,2.59,68.9,84.53,117.86,117.88214024425294
3.69,7.14,4.22,96.51,81.83,107.89,107.8759693058955
6.81,5.83,3.6,91.57,94.65,136.9,136.91222103713156
7.65,6.38,1.65,66.72,95.44,142.86,142.882748104977
2.27,8.85,1.08,51.51,84.84,94.19,94.20900221951104
7.14,8.48,3.6,71.14,84.18,137.51,137.51491808721866
4.63,7.9,1.87,68.65,87.18,117.14,117.09758329064144
3.88,7.2,2.1,99.19,62.37,107.02,107.02558258331345
2.12,7.14,0.59,81.04,67.7,90.74,90.71204241710632
1.46,3.35,1.73,50.05,94.03,72.37,72.35606609973088
2.54,4.75,4.64,74.73,91.22,86.7,86.73703466923249
1.8,5.07,4.83,70.84,64.01,68.62,68.6052078625685
6.42,3.66,1.03,88.62,61.65,117.99,117.94584627353413
1.77,6.41,3.24,67.63,67.85,76.14,76.10848161618823
1.3,5.2,2.46,76.08,66.28,71.7,71.71540467154867
2.57,6.46,3.53,97.35,82.22,97.6,97.54376865525781
3.88,4.91,3.99,79.1,50.12,85.46,85.44725443100327
7.64,5.6,4.09,74.04,54.16,121.26,121.25571453336752
7.37,6.01,2.6,66.19,85.13,133.07,133.0693615618202
2.79,4.18,0.2,51.69,72.24,81.63,81.65184388145806
4.92,7.35,4.29,61.28,87.97,111.37,111.3223055531002
7.35,7.24,0.34,54.01,77.52,134.38,134.40107228706069
3.43,5.32,3.4,71.5,83.24,94.8,94.77594088990892
3.68,7.35,1.65,85.29,76.63,108.11,108.10957742848888
4.19,7.72,1.81,64.46,92.98,113.79,113.78054031324692
1.14,5.05,2.71,99.97,89.4,85.76,85.74162515049665
7.33,8.77,1.96,99.03,60.81,142.39,142.3941735647931
2.08,7.96,2.13,65.82,75.98,88.46,88.47797578861007
4.85,8.64,2.92,52.14,87.81,114.48,114.49629524789034
1.09,5.05,4.74,64.34,52.0,55.56,55.58064266371355
6.24,4.52,0.42,96.01,60.87,122.05,122.03118292884676
2.99,6.78,0.5,65.04,81.26,98.26,98.26596461472862
1.1,5.98,0.04,88.96,75.36,84.66,84.59214496863586
4.87,5.31,4.1,80.32,69.64,103.55,103.51196706459775
6.64,8.29,0.91,65.56,80.48,134.63,134.6705991653392
1.15,8.71,4.1,88.26,89.81,90.72,90.68300065564915
1.44,7.96,1.08,61.64,84.68,87.02,87.04402982578142
3.47,3.33,4.7,86.89,72.58,86.88,86.9187083188981
5.65,4.62,0.77,92.75,86.85,125.73,125.73572605014147
7.49,7.41,0.01,98.81,54.79,141.21,141.17977950832125
4.78,5.53,2.39,76.06,87.0,112.42,112.44834345627501
5.45,5.31,2.33,60.05,70.87,106.66,106.68250172071153
2.16,4.03,3.87,90.24,77.78,81.95,81.97394872240064
4.54,3.39,3.59,97.38,93.94,110.63,110.6406779423048
2.3,7.2,2.46,75.66,64.07,85.71,85.70581490328047
3.09,4.74,0.4,81.68,92.33,102.65,102.66633645303415
7.28,6.12,3.74,85.28,95.2,140.02,140.06516008493165
2.99,7.11,3.92,98.1,74.85,99.8,99.7707606850912
7.47,5.07,1.12,82.55,61.08,129.36,129.39703306435234
6.24,3.79,4.34,60.84,65.66,103.36,103.36516157743914
5.25,3.08,0.91,59.82,63.27,97.93,97.92286168362799
5.88,5.45,3.96,67.77,61.0,106.08,106.08051858476819
5.85,7.44,1.04,83.51,78.62,129.39,129.39181134867565
1.35,3.69,1.62,98.67,79.24,81.25,81.27709273863323
4.08,6.88,0.01,81.87,57.37,104.86,104.84894178832913
4.47,8.49,0.85,88.81,85.91,125.01,125.00821629089177
6.22,8.75,3.46,93.92,97.32,142.43,142.41585754285552
2.42,3.75,2.86,63.75,61.29,70.91,70.94976037340896
2.59,7.33,3.04,76.59,85.07,96.21,96.22543523610517
4.53,8.5,3.3,80.04,89.73,119.57,119.5750626755655
2.14,7.42,1.15,88.79,66.31,92.34,92.38127420583632
6.09,3.18,0.13,93.85,96.21,130.72,130.72977142423113
5.58,4.01,2.08,58.62,73.08,104.92,104.90728503826472
7.25,6.35,4.89,70.86,88.45,131.14,131.15861632553816
5.89,3.3,2.39,65.76,84.45,111.62,111.63767167973664
2.88,7.53,0.14,70.38,85.97,103.78,103.7323707829161
6.81,4.04,2.92,59.02,83.43,118.68,118.6476845668711
1.06,5.99,4.47,52.04,73.03,63.43,63.393024185164336
6.54,6.8,1.33,69.63,73.51,126.9,126.89323448464762
1.62,8.98,0.93,90.07,97.31,105.61,105.60636377549851
2.8,3.62,1.51,94.83,62.71,86.57,86.57268466391383
1.38,6.89,3.28,55.07,66.32,69.62,69.57814530843993
7.45,5.27,1.18,91.24,59.43,131.67,131.64426840529873
6.22,6.93,1.7,91.68,51.55,121.55,121.49427051266008
4.29,3.59,0.75,71.75,95.58,107.67,107.63703841957067
5.86,7.36,2.71,98.85,89.19,134.74,134.73248823385256
3.93,7.22,4.72,59.36,52.28,86.3,86.3092016784799
3.28,6.91,4.09,68.07,55.24,84.54,84.58640312950715
2.87,4.78,1.92,53.74,69.96,80.49,80.43495304364652
4.07,5.14,2.62,62.83,63.21,90.95,90.94221198922224
3.18,8.43,3.07,82.83,67.25,99.55,99.51941389566267
3.86,4.98,1.81,79.21,59.64,93.71,93.67853032759187
6.09,4.68,1.13,60.56,85.39,118.93,118.9138424822728
2.67,4.62,2.82,78.7,64.87,81.75,81.80746094303117
5.7,4.64,2.13,86.94,59.4,110.81,110.801851211148
6.21,6.82,1.63,82.8,61.1,122.38,122.37024932168042
6.33,4.43,1.05,71.26,61.87,114.25,114.28550624924253
1.5,3.26,0.66,91.52,91.51,86.03,86.02015059204383
5.74,7.41,0.63,91.3,65.22,126.1,126.10866692617697
2.47,3.34,4.75,92.13,90.91,86.79,86.75323477724001
6.24,5.28,3.65,66.29,67.42,111.6,111.5546484840736
4.55,4.78,4.94,55.21,72.05,90.79,90.79219168328255
1.92,7.87,3.65,91.28,86.17,95.4,95.44290753035003
2.33,7.61,1.49,82.42,60.16,89.59,89.60998947693321
2.42,3.8,2.8,86.12,97.73,92.5,92.50834006128014
6.25,5.03,0.87,51.5,71.4,113.56,113.60931079922634
4.0,6.85,1.81,95.09,82.23,114.33,114.34993052101613
3.24,7.65,4.96,62.21,59.25,84.56,84.55247570368488
1.56,6.58,3.08,85.01,75.13,83.15,83.17516833720364
7.73,4.49,4.61,57.25,66.59,117.64,117.63036231523516
3.83,7.83,4.35,66.93,81.23,101.82,101.83127360770757
4.82,8.19,4.2,96.04,87.22,123.26,123.25140664937223
6.97,4.79,0.5,62.79,64.62,120.74,120.7844760224942
7.14,4.25,4.4,87.26,67.93,121.51,121.56013204207767
1.42,5.59,3.85,90.46,61.17,73.43,73.455750047074
7.94,8.23,1.02,50.59,83.45,142.69,142.66737292763082
7.94,4.14,1.12,59.07,93.19,136.61,136.6370799340198
2.08,3.28,4.98,76.13,83.04,74.69,74.65453352173253
2.73,3.56,1.56,68.93,80.0,84.79,84.80839281879622
3.36,7.43,2.29,87.75,93.41,111.63,111.64006168591057
5.39,4.68,2.23,99.85,87.64,123.07,123.10192120106242
6.33,3.08,4.24,75.44,84.06,113.95,113.98592003977893
6.52,3.11,3.2,80.7,82.49,118.8,118.81605691222055
6.2,4.55,4.26,90.97,86.05,122.61,122.64167287885988
1.82,8.69,4.26,71.03,52.69,76.26,76.31461675952023
6.18,5.01,2.65,66.19,50.46,105.42,105.39015449764142
6.19,6.4,3.57,58.52,62.93,110.55,110.49752498957685
4.17,5.82,1.45,75.62,96.28,113.25,113.28857444357989
5.88,5.26,1.83,61.18,88.38,118.77,118.74602327366597
3.83,6.35,1.65,69.38,61.22,95.56,95.5215572251894
2.44,7.85,2.72,70.16,85.44,95.28,95.29435246742996
7.07,4.69,2.88,99.94,59.44,125.68,125.69835238681772
1.7,4.56,4.06,60.06,51.69,59.53,59.55248531114829
2.04,8.93,1.24,53.56,52.09,79.61,79.57320105131295
5.38,7.5,4.85,82.72,80.41,118.22,118.20077673462522
3.49,6.42,4.41,82.87,71.38,95.31,95.26315944740632
6.04,3.52,2.65,50.93,95.13,113.0,112.95059037687565
7.11,3.24,4.74,97.3,94.29,131.12,131.13689815916922
7.57,4.08,0.55,88.34,74.56,135.61,135.5963686921638
1.99,5.15,0.18,65.1,93.53,89.93,89.94187831854174
4.76,6.55,2.9,56.9,91.07,110.2,110.18810457013332
7.95,6.89,3.16,75.4,59.64,132.39,132.3761774276385
5.35,8.02,0.36,85.67,68.7,124.63,124.67168077249703
1.15,3.66,3.42,76.77,66.28,64.03,64.03210876480823
2.85,5.94,3.74,70.43,56.33,79.66,79.65027238574
1.02,4.38,4.87,76.29,57.62,58.48,58.51398605985453
3.35,7.02,1.76,90.13,83.56,108.2,108.1537964600893
7.73,3.25,1.79,63.89,56.59,117.54,117.54206927969871
1.32,5.83,4.79,70.7,89.26,76.75,76.70395838280061
3.71,3.41,4.17,55.08,51.38,72.34,72.35431308453893
7.28,4.9,2.26,55.2,57.67,115.36,115.3271235956436
2.3,4.34,4.81,70.58,78.13,76.54,76.52547635773774
3.82,6.68,2.58,98.69,78.9,110.48,110.42788944618076
1.13,6.11,4.63,93.56,83.27,80.62,80.61647634989508
1.95,4.95,0.63,76.3,57.64,77.07,77.08521378947613
2.61,6.38,1.34,88.53,78.89,98.05,98.06543919164514
3.66,3.02,4.03,85.75,67.42,86.66,86.632506154613
6.43,7.98,4.05,66.68,91.68,130.41,130.38682101321754
1.87,5.62,3.61,65.01,63.42,71.33,71.3401498738783
1.6,7.17,1.55,50.57,60.38,72.12,72.13195180508656
4.12,4.13,4.51,69.51,82.48,94.24,94.2946980005596
4.81,6.01,4.67,78.51,97.0,114.36,114.33375113081428
3.65,8.5,2.6,64.24,90.35,108.58,108.5625573730489
4.6,4.93,2.12,93.4,56.46,102.55,102.55390367851493
1.31,8.13,1.08,57.24,81.95,84.03,83.97185613903632
4.39,4.2,2.72,82.11,97.43,110.25,110.27548871657268
6.58,5.52,3.21,86.59,54.95,117.27,117.316972491184
6.46,5.16,3.87,91.32,85.26,127.37,127.38080649777663
5.56,4.6,3.71,68.86,77.72,108.17,108.1657911690891
5.47,8.55,4.83,91.72,73.17,122.03,122.00504924106336
2.79,8.4,2.7,96.39,89.66,109.69,109.69233257835748
7.34,7.51,0.21,79.58,63.22,137.37,137.33246544381106
6.82,5.33,4.94,57.06,51.89,105.41,105.3630454028832
6.96,4.25,3.19,52.46,53.01,105.92,105.95076485264748
1.86,6.53,4.88,97.6,74.5,85.67,85.65051082300732
1.46,8.77,3.96,79.57,53.8,76.89,76.92086597729492
2.68,7.92,1.16,74.02,95.52,105.96,105.9747686526216
4.99,4.6,1.01,51.26,52.17,92.9,92.93459943547822
2.86,4.19,1.67,75.7,60.09,81.73,81.71519698723372
2.86,5.43,2.99,88.55,67.57,89.69,89.64297780726196
3.15,3.89,4.82,81.77,81.0,87.31,87.31085932766925
5.08,4.54,1.31,78.95,90.05,116.42,116.4253502016715
5.22,6.4,3.94,90.26,70.57,113.63,113.60651168851733
4.06,3.24,3.76,89.06,95.84,103.81,103.79441891216477
4.89,7.11,3.96,89.79,58.09,107.59,107.59327810098932
3.17,7.19,1.13,82.15,73.39,101.82,101.84132906581704
4.5,4.96,4.03,94.81,97.36,114.7,114.70798835911091
6.63,4.01,0.41,77.32,60.93,118.5,118.44760385074133
