Study Hours,Sleep Hours,Social Media,Attendance,Past Avg Score,Final Score
6.0,8.86,3.03,61.83,78.57,124.5
4.52,5.45,4.54,63.88,90.19,103.2
1.62,8.38,2.66,99.39,52.97,85.37
7.76,8.03,4.38,97.76,75.22,144.61
2.48,5.39,3.09,93.96,58.15,83.81
4.09,3.15,2.14,90.35,73.35,98.4
2.97,6.76,0.6,94.65,70.0,102.2
7.88,5.27,2.66,72.91,71.13,131.75
5.55,3.3,2.68,92.23,74.51,111.94
4.78,3.71,1.43,73.8,53.9,94.97
1.27,5.41,2.2,55.56,65.69,66.2
3.72,4.36,3.27,56.2,58.47,80.23
6.03,6.31,4.15,60.46,66.07,109.43
1.61,3.04,1.85,56.07,75.13,66.75
5.79,8.07,2.48,94.12,55.68,121.89
5.44,3.62,0.61,85.51,60.4,108.35
5.16,7.64,2.97,78.49,87.74,122.03
1.93,4.5,2.86,68.46,70.08,73.69
4.73,7.68,0.15,85.68,75.05,121.0
2.58,6.52,3.15,56.64,88.34,88.85
7.06,6.85,3.6,84.68,76.53,132.88
2.25,4.76,4.28,53.79,78.79,73.64
5.48,3.87,2.58,94.15,71.47,112.67
2.68,6.51,0.97,93.67,90.23,105.91
2.15,5.97,4.7,54.62,56.95,67.07
3.76,4.87,2.63,91.74,74.66,100.54
5.87,6.68,4.56,80.64,87.73,123.06
2.39,7.27,4.33,84.15,90.1,95.92
6.14,6.81,3.77,76.91,97.26,130.11
2.1,5.32,0.11,69.5,62.81,80.58
3.86,6.66,1.79,58.82,82.13,101.69
1.07,3.22,4.23,57.08,55.1,49.96
3.64,6.83,4.69,97.7,84.26,106.92
1.64,7.16,0.3,59.19,59.23,77.09
5.91,7.01,0.18,99.85,68.09,131.01
5.54,6.94,1.19,69.77,58.26,112.58
5.01,3.04,4.79,77.76,69.2,95.58
3.83,4.62,3.49,86.16,86.38,101.71
6.91,3.15,0.35,81.61,51.54,116.08
5.93,4.26,2.23,55.92,91.3,115.03
5.27,3.09,4.12,57.12,66.69,92.3
6.92,3.97,3.87,60.27,67.69,111.65
4.14,6.04,2.44,68.38,94.46,108.82
3.0,3.47,3.11,93.14,73.23,88.41
2.17,5.26,4.19,97.69,68.58,83.65
2.46,3.21,0.27,63.74,72.51,79.32
5.53,4.91,1.46,81.08,59.9,109.88
6.32,7.74,3.21,56.09,61.88,115.24
4.79,4.97,4.34,64.47,83.84,102.25
5.62,3.18,4.11,74.2,59.68,98.0
5.42,5.89,0.43,66.53,81.22,118.08
3.81,8.49,4.88,59.93,50.03,88.01
4.03,8.74,2.09,64.66,54.49,99.49
1.52,7.58,4.4,56.36,93.28,81.83
5.21,4.85,0.91,57.02,74.07,106.35
2.45,7.29,2.9,97.92,57.32,90.41
1.7,6.23,3.51,71.46,78.29,79.74
7.07,5.52,2.1,95.23,81.04,136.96
3.69,3.6,4.74,87.2,66.15,87.13
7.01,8.43,4.72,58.67,89.2,132.22
7.97,8.93,4.17,63.05,61.45,133.71
4.11,8.31,3.98,60.12,90.4,108.12
1.4,8.28,1.72,76.71,69.35,84.71
6.1,7.06,4.12,62.65,57.87,109.8
3.52,7.43,0.47,81.05,81.17,109.81
7.73,7.72,3.04,55.15,76.83,133.97
6.88,7.85,3.73,63.49,87.56,132.06
3.48,7.7,3.41,94.5,55.08,98.01
7.92,4.9,0.45,97.5,56.35,136.85
5.67,8.57,3.43,87.53,76.5,126.73
3.04,7.74,3.28,86.64,74.96,100.0
1.97,6.74,1.72,60.35,91.61,89.22
7.6,5.94,1.85,65.71,73.71,131.69
2.29,8.25,3.75,69.04,54.63,80.38
7.97,8.5,1.44,72.9,54.07,137.81
4.79,3.0,4.82,77.18,80.03,97.66
6.01,8.93,1.87,72.08,50.24,118.85
6.14,7.23,1.77,83.91,75.74,128.86
2.13,5.67,4.09,60.31,67.07,72.92
7.11,8.79,1.93,85.8,58.39,135.63
6.65,8.1,1.33,69.65,91.14,138.83
2.99,5.17,2.16,96.04,84.34,100.67
3.59,5.42,3.49,99.73,61.98,96.32
3.55,7.73,1.07,85.67,53.61,100.11
6.28,6.29,2.41,85.92,52.1,117.2
3.14,3.41,1.99,83.66,88.62,95.04
7.43,4.36,3.09,79.17,90.62,133.8
6.59,7.32,2.09,93.32,61.64,129.75
6.07,8.81,4.02,53.57,93.42,126.42
2.92,8.53,1.49,79.2,60.64,96.94
1.84,3.88,2.18,64.43,75.91,73.55
6.96,8.23,0.19,95.89,88.51,151.07
5.42,6.73,2.22,98.13,75.31,124.08
6.57,4.61,0.96,54.27,76.33,117.87
3.39,3.45,1.99,51.92,64.28,78.13
7.2,4.04,0.99,75.31,70.27,125.64
7.87,8.97,1.97,79.44,58.3,140.96
7.23,5.07,0.96,95.56,97.02,145.83
1.72,8.41,4.67,77.42,77.49,85.61
6.2,6.84,4.61,87.44,81.29,125.79
6.94,4.95,1.08,64.19,90.23,130.51
3.47,6.16,4.03,62.83,88.27,95.84
4.86,7.66,0.82,84.83,78.93,122.07
4.6,8.97,0.38,60.09,54.07,107.16
5.58,4.01,2.08,58.62,73.08,104.92
3.0,5.0,1.85,85.72,93.73,101.54
1.92,7.59,0.73,67.12,94.53,96.53
4.6,5.23,1.46,93.85,93.77,119.81
5.68,8.92,4.91,65.0,85.81,121.89
7.5,8.06,4.64,57.51,70.37,127.78
3.23,6.6,0.21,70.28,85.6,103.82
2.33,6.06,4.86,98.53,71.48,87.54
3.18,5.44,1.36,76.32,52.31,86.02
4.77,4.71,4.67,72.78,68.78,97.08
1.5,4.6,4.44,68.21,97.14,77.77
3.38,7.46,3.88,78.39,80.67,100.82
3.37,7.85,0.85,82.35,58.16,100.13
4.15,3.4,3.15,56.37,94.16,95.79
4.03,4.85,1.23,97.01,55.42,99.66
7.84,6.05,2.06,61.51,55.31,125.19
2.75,6.18,0.01,86.77,83.67,102.76
5.37,7.96,4.39,84.21,89.94,124.65
4.61,4.88,1.92,70.95,92.94,110.73
1.18,6.62,1.94,67.47,83.96,80.47
3.53,6.36,4.59,95.39,71.88,99.04
4.93,5.27,3.74,50.63,86.64,102.59
1.8,5.15,0.6,81.85,89.89,90.95
6.08,8.68,3.22,70.92,91.35,132.14
1.66,6.12,4.84,76.65,74.8,76.58
6.37,7.42,0.19,52.81,78.79,126.57
3.09,4.84,0.09,81.62,92.56,103.63
5.1,8.03,1.61,59.04,96.45,123.0
3.18,8.0,1.31,53.68,51.23,86.57
5.42,6.68,1.43,75.75,50.1,108.67
5.56,8.94,4.28,77.09,94.33,129.13
7.41,4.17,3.26,98.34,75.77,132.46
3.83,6.96,1.67,67.78,63.36,97.69
6.52,4.58,1.68,69.84,65.77,116.35
2.43,7.39,1.39,65.86,86.67,95.65
6.62,3.38,2.32,86.68,76.57,121.73
1.69,8.1,3.52,60.34,74.33,80.35
3.85,7.17,2.8,97.49,52.14,100.65
3.6,6.51,1.76,95.6,92.13,113.96
6.19,6.84,0.78,50.54,54.89,111.79
6.23,3.22,1.54,83.9,50.48,108.03
4.81,4.71,4.98,54.36,92.42,100.77
7.45,7.09,1.52,50.26,68.44,127.7
3.45,7.38,4.5,76.17,50.56,87.27
5.62,3.19,3.63,62.0,64.87,97.47
3.29,4.63,3.73,58.89,93.87,91.29
1.79,3.34,3.44,62.99,63.01,63.38
3.83,8.13,3.7,65.7,50.95,91.54
1.28,6.13,1.1,91.15,97.99,94.23
6.84,8.34,2.73,63.27,80.7,132.41
6.65,4.92,1.29,52.29,90.31,123.84
1.46,7.11,4.31,94.62,51.42,74.8
1.46,3.61,1.22,58.69,80.38,71.27
7.33,7.78,1.14,61.61,58.42,128.9
6.95,6.64,1.16,90.79,54.37,129.11
1.77,4.74,1.09,79.76,51.8,72.59
6.42,8.54,2.71,60.63,51.33,116.67
4.62,6.87,3.62,62.84,78.0,104.99
3.48,6.41,4.28,68.48,55.19,84.61
5.85,7.63,4.28,88.26,68.23,120.73
5.28,7.22,3.24,71.72,87.39,119.14
1.85,6.13,1.98,76.15,60.77,78.21
7.1,7.72,3.25,87.88,52.43,127.88
1.96,8.98,4.47,79.84,53.45,80.94
5.06,7.8,1.61,65.94,86.59,120.11
3.9,7.58,0.91,67.67,85.88,110.7
6.0,4.9,2.65,97.93,52.19,113.61
7.66,4.24,1.31,60.67,67.42,124.23
5.21,4.17,1.37,65.07,74.58,105.99
2.05,6.92,3.78,70.97,79.59,84.79
6.48,3.17,2.1,93.46,90.56,127.92
3.3,7.84,3.1,58.69,95.67,102.91
4.23,7.55,2.42,70.36,84.4,110.7
3.23,5.81,4.59,81.36,73.29,91.08
1.65,6.86,1.93,95.71,95.42,98.42
3.42,4.34,2.74,88.98,63.49,90.44
4.95,6.78,3.35,82.56,59.5,106.72
3.48,5.0,1.37,84.26,75.82,99.19
4.66,3.28,3.53,65.2,77.55,95.3
2.45,4.2,3.86,56.63,91.72,80.65
6.68,8.17,1.66,91.04,97.47,147.64
6.73,4.7,2.55,93.53,83.66,131.09
5.18,8.32,3.04,52.86,93.49,118.76
4.17,6.93,1.52,75.43,77.56,108.88
6.46,5.2,1.18,91.98,84.54,132.82
1.41,3.24,1.47,98.5,92.22,85.87
7.86,3.14,1.15,54.25,91.59,130.72
4.38,8.36,0.47,76.26,74.74,116.32
7.63,5.63,4.41,98.92,77.41,137.4
7.28,6.12,3.74,85.28,95.2,140.02
4.65,6.04,0.8,71.89,70.59,108.18
7.32,8.24,2.14,54.88,90.28,138.86
2.14,6.5,0.96,99.85,59.47,90.59
4.95,3.45,2.25,94.43,53.77,100.24
6.58,5.55,0.12,77.32,53.81,120.37
7.27,4.47,1.48,64.84,70.36,123.5
3.38,5.86,0.84,59.77,76.08,94.67
2.32,4.61,1.83,82.33,87.47,90.79
6.97,7.09,2.2,71.69,84.62,134.98
1.58,8.68,1.56,69.03,62.01,82.6
3.46,8.44,3.66,51.2,77.48,95.48
1.2,8.33,2.66,58.12,53.31,69.2
3.79,3.85,3.5,69.33,83.04,92.62
7.08,6.92,1.85,97.17,95.32,148.04
6.01,3.97,4.43,91.48,51.72,105.27
4.12,3.82,2.93,85.12,93.0,105.4
3.63,8.59,2.43,74.06,59.85,99.72
5.03,4.84,3.22,52.41,87.55,104.08
5.91,8.7,4.47,93.3,90.8,134.68
3.0,4.57,4.48,94.58,69.01,87.77
4.6,7.2,1.34,58.04,77.2,108.61
4.59,5.74,3.62,94.47,69.67,107.47
3.42,4.99,0.28,67.67,55.97,87.86
6.67,3.34,2.99,55.0,85.02,114.61
2.54,8.75,2.61,76.4,84.61,100.7
2.65,5.21,3.18,57.84,95.85,88.81
5.77,6.44,1.42,61.97,60.87,111.39
5.65,4.17,2.32,52.12,68.91,101.93
4.38,4.68,0.16,60.68,63.35,96.64
3.93,5.79,3.85,66.35,63.57,90.37
1.19,6.03,0.65,69.28,96.16,86.76
7.23,4.44,0.27,75.04,64.11,125.97
1.32,6.45,1.15,70.39,77.36,80.96
1.48,7.42,4.54,91.85,92.33,90.99
7.69,4.8,0.25,81.89,77.34,138.58
1.77,8.49,3.36,77.22,61.06,82.25
1.6,4.16,2.31,99.92,60.55,76.5
4.68,5.98,0.65,51.62,76.81,104.96
2.23,3.7,1.7,78.7,96.01,89.76
2.67,7.39,1.0,75.9,92.96,104.19
1.02,4.8,2.49,64.75,85.82,72.36
3.84,7.1,3.5,77.1,85.95,106.39
6.64,8.57,0.99,99.18,96.81,152.01
5.45,7.09,3.52,66.41,80.53,115.43
3.31,7.13,4.51,77.23,85.11,99.34
4.05,6.14,3.46,98.78,61.88,102.33
5.55,6.51,2.71,76.71,96.32,125.61
1.97,5.39,0.6,82.87,59.06,81.17
7.67,4.98,2.98,64.48,50.2,117.42
2.34,5.27,1.99,66.97,70.6,81.24
4.99,5.06,2.35,93.04,63.26,108.64
7.74,6.18,2.42,55.16,91.27,136.38
5.92,4.42,1.83,84.09,92.96,125.32
6.41,4.5,4.45,95.42,64.93,116.89
4.15,5.83,0.31,79.38,85.54,112.24
3.13,4.92,0.48,52.77,63.6,83.25
3.0,5.01,3.15,94.65,90.95,100.49
3.93,7.37,4.93,91.19,89.51,110.81
4.51,4.57,0.79,59.33,97.04,109.31
1.92,7.55,2.83,87.96,60.56,84.93
7.38,4.1,4.73,82.66,92.35,131.05
5.46,8.63,1.73,53.13,54.96,109.52
5.59,5.84,4.74,53.23,81.38,106.85
7.81,5.75,2.98,95.75,57.86,133.46
1.13,8.88,3.46,88.36,85.74,90.71
1.28,8.06,2.87,92.6,66.03,84.17
4.38,7.45,2.77,55.53,86.38,107.5
6.16,7.4,0.04,73.99,58.37,123.05
4.01,4.87,1.68,85.46,60.02,97.01
5.81,3.78,0.14,67.39,75.29,113.67
6.39,6.83,3.02,63.67,92.8,128.18
7.66,3.24,2.97,76.55,82.28,128.56
4.71,8.78,0.19,50.5,70.6,111.76
7.03,6.1,2.93,80.02,64.52,125.54
3.9,6.36,1.02,54.78,85.71,102.8
7.75,4.51,3.15,86.37,62.14,127.7
3.09,5.77,2.01,88.44,73.8,97.17
4.3,4.61,4.18,69.94,58.21,88.46
2.76,6.9,4.85,82.09,64.85,86.43
3.25,7.99,4.31,80.3,62.77,93.79
6.35,5.77,3.7,62.68,87.14,120.77
3.52,4.24,4.25,98.31,85.31,99.51
6.65,3.6,2.8,68.44,66.52,112.19
5.63,3.35,2.0,96.85,70.27,113.89
1.57,3.08,1.32,62.91,78.03,70.81
2.55,4.28,4.31,62.15,68.1,73.11
7.38,6.06,0.71,72.25,65.15,130.91
7.06,5.38,3.79,73.9,53.49,115.68
7.28,3.65,0.19,55.14,53.85,114.13
2.49,5.26,4.91,82.28,60.39,77.23
1.36,5.99,3.13,99.89,71.81,82.61
3.68,5.41,2.49,88.2,90.19,106.89
7.19,3.28,2.96,93.28,76.42,127.16
5.65,5.61,2.64,63.63,83.86,115.01
7.53,6.82,1.59,56.67,52.44,123.01
5.51,4.2,2.94,73.46,97.43,117.29
6.01,7.35,2.58,71.69,71.09,120.88
7.87,7.02,0.27,59.04,82.61,142.16
4.63,6.67,4.4,84.79,91.66,115.01
2.49,7.24,0.08,85.44,96.66,108.25
4.31,3.22,2.45,99.68,71.79,102.14
3.88,4.91,3.99,79.1,50.12,85.46
7.87,3.47,4.33,97.49,50.45,122.04
7.12,5.79,0.69,83.79,95.73,143.47
6.1,3.71,1.78,97.07,63.06,116.8
6.09,7.96,2.78,56.91,51.05,110.61
6.21,5.99,3.4,84.85,88.56,127.92
6.61,8.04,3.19,86.15,56.95,125.85
3.8,7.38,3.1,83.46,80.3,107.26
4.37,6.77,1.0,68.45,56.49,100.81
3.25,8.13,4.39,86.67,81.31,103.43
7.48,7.56,2.5,88.06,75.44,141.59
7.59,4.82,2.23,92.33,63.68,131.48
2.63,7.2,0.13,94.58,75.93,103.74
3.88,4.44,4.6,59.59,64.9,82.85
4.76,4.23,3.54,90.88,53.23,97.03
5.59,4.34,2.99,58.0,70.69,103.07
5.32,3.93,4.41,68.6,75.62,101.63
6.39,4.82,1.85,51.79,85.52,118.05
3.35,6.73,2.21,57.36,72.32,92.04
1.33,7.2,4.57,91.5,64.96,77.85
4.62,7.38,3.11,85.59,74.0,112.78
7.56,5.46,4.77,78.57,62.13,123.32
1.51,8.51,4.73,83.89,58.15,78.09
1.26,8.27,2.73,69.46,63.14,76.73
6.75,7.14,1.92,69.02,94.63,136.94
4.66,5.56,1.07,56.33,76.23,103.86
1.33,4.72,2.33,55.94,70.31,66.4
2.97,3.0,3.06,95.81,61.27,82.85
1.61,7.56,3.46,69.22,72.42,80.0
5.84,6.88,4.63,56.06,54.63,102.59
7.97,4.22,1.84,53.94,90.88,133.27
2.09,6.21,4.55,65.97,67.97,75.33
6.0,5.21,2.72,56.78,56.97,103.99
5.08,4.54,1.31,78.95,90.05,116.42
3.81,7.98,4.41,75.78,63.12,97.38
6.16,6.93,2.92,55.67,72.57,116.08
5.03,6.91,0.3,62.87,53.03,105.46
2.07,7.58,4.4,90.31,96.97,98.43
5.16,4.97,1.88,52.84,60.27,97.58
4.36,7.18,4.84,55.7,84.69,101.66
7.2,3.3,0.45,86.88,97.49,138.83
2.0,5.17,2.55,95.77,60.52,81.38
2.76,7.44,2.14,94.78,83.73,104.84
5.91,7.66,0.28,84.45,92.05,137.79
5.07,8.99,4.14,51.8,50.63,100.1
2.22,3.33,0.02,59.26,54.7,69.57
6.66,7.2,1.45,53.5,50.29,114.82
4.19,4.24,2.33,97.87,87.27,110.0
5.92,4.26,1.46,85.78,83.2,122.14
3.45,5.72,1.28,97.35,63.75,100.33
6.61,6.46,4.71,75.51,91.28,128.58
1.97,8.33,2.54,74.84,75.48,90.31
5.14,6.76,4.39,67.26,55.11,100.0
6.83,6.91,2.76,55.64,80.85,125.73
2.02,3.21,4.18,82.39,76.62,74.83
1.23,6.37,2.96,89.83,66.33,77.71
4.94,3.61,4.48,78.33,79.86,101.79
5.88,3.81,0.1,52.8,60.38,104.13
5.57,3.39,0.15,65.31,80.59,111.83
3.12,3.36,4.21,67.49,93.03,87.16
2.26,8.6,3.07,64.38,50.21,79.37
5.38,7.5,4.85,82.72,80.41,118.22
1.09,4.15,3.86,97.11,61.33,68.24
2.92,3.23,2.71,64.18,63.79,75.3
4.27,4.85,3.8,59.59,76.7,93.88
6.85,4.57,1.61,80.68,57.23,119.23
3.09,5.8,3.86,53.04,73.58,82.87
1.33,3.67,0.57,70.9,53.19,64.36
3.49,6.33,3.72,81.7,82.79,100.6
6.09,4.62,2.15,85.65,85.02,124.05
6.72,8.8,2.72,69.22,62.54,127.2
3.92,6.21,2.64,89.42,53.23,96.73
4.89,6.91,1.01,72.19,66.58,111.0
6.09,3.24,2.42,90.35,78.95,118.36
3.54,5.19,3.44,90.5,92.57,104.78
4.88,4.62,2.51,98.94,71.5,111.01
5.86,7.36,2.71,98.85,89.19,134.74
7.19,3.95,1.93,68.31,87.43,128.16
3.18,3.89,1.81,59.23,82.02,87.26
6.13,8.17,4.6,54.4,76.2,117.33
4.49,8.15,0.82,71.65,92.37,121.62
7.04,8.46,2.46,98.02,74.95,143.21
1.68,6.85,1.13,53.51,69.12,77.15
1.33,4.28,2.23,93.63,96.03,86.86
5.81,5.49,0.7,57.13,53.11,105.74
7.08,3.27,4.94,95.2,61.66,116.9
2.54,5.33,0.28,83.27,81.6,95.94
6.12,4.34,2.75,70.96,84.55,117.71
3.14,4.78,1.55,91.41,54.75,88.82
3.5,3.34,3.91,83.19,65.83,84.94
2.08,3.56,0.32,54.67,93.84,82.7
3.37,4.0,0.09,58.48,75.99,90.11
3.24,8.6,2.48,92.19,87.37,112.6
3.7,5.94,3.88,85.09,80.45,101.1
7.54,8.4,2.69,77.92,89.42,146.78
3.04,6.08,3.45,71.43,63.74,85.61
6.24,6.05,1.65,82.13,82.86,128.77
7.74,5.34,0.99,68.99,75.88,134.78
5.21,7.23,3.62,96.4,87.63,125.35
6.34,6.22,0.05,57.31,79.26,124.53
6.94,5.23,1.78,72.73,68.96,124.0
5.28,4.41,0.4,63.83,88.34,114.46
3.49,3.05,3.94,65.84,84.12,86.08
3.57,6.64,1.65,96.3,53.52,99.02
3.31,4.98,1.84,98.71,97.36,109.66
7.39,5.04,4.31,64.87,64.41,118.27
6.07,5.26,1.17,99.97,63.07,123.32
4.01,6.88,1.65,50.96,75.57,98.99
3.45,5.7,4.13,82.01,97.01,103.32
3.66,8.79,1.05,73.67,72.88,108.45
3.31,6.32,1.76,87.14,77.83,102.47
7.7,5.08,1.92,81.02,94.62,142.84
3.55,5.78,0.95,90.17,80.72,106.75
6.42,3.66,1.03,88.62,61.65,117.99
4.05,8.53,1.49,95.05,87.05,122.45
6.43,7.35,2.25,86.65,69.1,129.04
4.61,6.09,4.82,80.71,75.65,104.61
6.32,8.61,1.22,81.72,85.75,139.09
5.23,5.54,3.83,70.56,75.74,107.47
4.26,3.49,3.66,95.16,90.71,106.3
2.33,4.34,1.65,73.45,65.68,79.0
3.9,5.16,1.0,78.49,53.71,93.59
1.46,5.93,1.29,94.4,51.99,77.49
1.25,7.46,3.84,82.37,51.56,71.32
7.63,7.39,4.07,94.46,64.96,137.0
6.18,8.22,2.66,85.91,91.88,137.54
2.04,5.26,3.02,82.86,68.75,80.5
3.3,6.03,1.24,63.59,55.47,86.61
5.23,3.02,0.09,59.69,93.48,111.27
1.05,7.73,1.34,84.28,66.43,81.8
4.44,6.59,4.41,78.16,59.1,98.01
2.36,7.36,0.06,73.9,87.45,100.32
5.01,7.43,4.54,97.44,71.52,116.1
5.39,7.1,1.7,69.65,57.27,110.23
2.82,5.51,3.51,69.97,52.16,76.71
3.26,3.73,1.39,80.43,80.06,93.88
3.37,5.21,0.42,98.43,72.31,103.57
7.02,7.06,4.81,72.57,57.02,119.32
4.5,8.25,2.4,74.43,74.56,112.56
5.27,3.31,0.57,78.86,63.62,105.36
3.13,3.59,0.81,86.94,90.37,99.55
6.66,7.64,0.54,50.65,62.61,122.02
6.82,6.12,0.35,81.02,94.13,140.99
5.37,5.34,2.8,80.05,75.25,112.84
3.61,4.36,2.67,64.62,68.38,86.99
7.06,6.41,3.73,53.08,79.86,123.22
1.98,8.13,3.28,92.43,62.08,88.26
4.66,3.39,0.79,69.17,61.23,95.76
4.29,8.17,1.14,68.59,64.93,107.34
6.98,4.78,2.62,61.83,61.39,115.05
3.12,7.07,1.6,54.66,73.77,92.0
7.24,7.38,0.83,84.74,95.89,149.43
7.33,5.63,1.28,83.01,75.93,135.55
2.19,8.5,4.42,75.59,90.81,95.39
1.92,6.04,2.63,73.26,64.07,77.8
1.82,7.4,1.21,65.99,80.67,88.2
5.11,6.12,4.1,84.82,78.21,112.86
5.29,3.13,2.89,55.02,58.85,91.24
1.48,3.27,1.27,53.97,83.72,70.32
1.55,8.34,0.67,59.86,55.39,77.72
6.4,8.95,2.58,99.8,80.55,141.46
1.35,8.68,4.1,78.93,59.61,77.49
2.61,4.67,3.45,81.33,76.82,85.69
4.8,4.2,4.48,76.09,86.66,104.29
7.88,6.71,0.08,75.29,59.8,137.41
6.8,5.78,2.15,66.46,73.19,123.42
7.3,3.12,1.64,91.14,56.87,121.85
6.85,5.49,1.37,72.41,94.0,134.7
6.75,7.44,2.66,98.84,69.75,135.29
7.68,4.96,3.46,97.62,53.82,127.92
6.62,7.8,0.41,89.49,72.67,138.09
6.3,7.91,0.65,76.11,83.54,135.41
3.17,4.4,3.55,79.99,71.53,87.24
6.75,8.59,2.84,63.49,92.38,136.82
3.39,6.75,1.63,88.62,75.26,104.17
2.8,3.32,3.48,98.31,74.38,87.42
4.6,3.71,3.24,94.24,73.17,103.57
1.58,7.13,0.66,69.76,54.11,76.83
6.14,4.46,2.22,78.76,56.59,110.42
6.78,8.02,3.33,51.37,78.66,125.28
5.57,6.22,1.38,71.95,67.82,114.75
7.7,7.53,1.43,64.26,72.57,137.34
3.16,4.15,2.12,69.85,79.95,89.59
6.56,3.94,2.27,50.04,77.5,112.35
4.46,6.43,4.55,68.36,67.98,98.01
6.4,5.84,4.16,96.35,59.25,119.41
3.89,4.74,4.28,68.41,89.66,97.06
6.73,7.97,0.41,83.99,95.03,146.89
6.14,4.15,0.84,63.81,51.94,105.99
6.95,4.53,3.11,97.01,64.59,124.83
5.31,5.79,4.5,77.47,83.42,112.76
7.75,4.02,0.92,55.89,86.85,131.49
7.31,3.76,3.57,83.12,67.14,121.71
1.16,4.4,4.93,68.1,94.01,71.79
2.88,8.85,4.47,95.97,56.6,94.97
7.58,3.68,3.13,80.37,62.72,122.18
3.48,8.13,1.49,95.54,86.22,115.87
3.16,8.49,2.24,99.1,69.85,107.09
3.52,7.6,2.56,91.69,77.4,107.87
2.16,8.17,2.07,70.94,62.28,86.01
4.01,3.83,1.15,54.7,53.22,82.99
4.46,5.47,4.52,69.51,69.88,96.35
5.78,3.22,1.15,89.73,67.03,113.07
1.42,6.11,1.49,89.19,90.35,91.08
1.71,4.28,3.02,98.19,65.28,77.74
5.67,7.22,1.7,59.36,90.33,123.24
4.84,4.49,4.42,99.19,76.09,108.41
4.24,3.37,1.91,70.39,79.59,97.44
3.75,7.46,3.5,82.85,78.96,105.52
2.32,3.02,2.31,59.85,76.02,73.64
2.95,3.46,1.48,98.68,68.27,90.93
2.64,5.94,1.06,53.92,94.27,93.33
3.54,6.88,0.9,71.81,93.84,109.81
3.94,7.32,2.82,90.45,57.22,101.73
4.77,5.24,4.91,65.78,80.82,100.91
2.47,6.38,1.88,66.33,50.66,77.77
6.12,4.09,4.52,86.38,87.84,119.36
2.16,7.24,1.9,72.36,57.62,82.08
7.62,4.55,3.37,52.24,67.25,118.04
2.69,3.21,3.37,90.07,83.73,87.64
3.82,8.0,3.55,68.53,78.82,103.39
2.34,7.54,0.31,90.33,61.2,94.64
7.37,8.73,3.42,98.56,68.95,142.83
4.21,6.48,1.1,55.41,76.67,102.42
4.11,3.06,3.52,71.91,78.46,92.1
4.66,6.06,4.98,79.05,52.97,95.03
3.04,5.94,0.68,67.82,83.98,97.75
7.13,4.42,0.67,86.45,84.68,135.9
5.16,6.24,1.22,61.59,53.25,102.48
5.46,3.65,1.29,91.75,65.75,111.33
7.74,5.98,3.25,54.84,80.07,129.55
6.64,8.29,0.91,65.56,80.48,134.63
7.2,6.4,2.36,60.03,62.51,122.26
7.8,5.29,3.93,98.59,86.35,142.28
6.36,4.61,2.19,54.11,77.44,113.93
5.16,8.52,2.07,73.19,97.03,128.67
2.91,8.64,3.99,51.79,73.0,88.81
3.16,4.43,1.88,82.27,85.64,96.87
2.08,6.02,1.16,89.15,59.44,84.95
4.37,7.94,3.1,54.62,85.21,107.46
2.44,5.13,3.16,52.96,72.03,75.73
5.45,5.31,2.33,60.05,70.87,106.66
1.5,3.54,0.03,96.32,93.96,90.51
4.19,6.89,0.8,91.54,78.4,115.61
7.64,4.13,1.21,80.06,84.82,136.73
5.83,5.3,2.89,88.37,58.7,112.6
3.56,3.1,0.36,51.81,62.4,81.09
4.16,3.41,2.82,99.88,72.38,100.98
4.69,7.19,3.19,90.85,61.73,109.39
3.11,7.11,0.32,85.4,82.66,107.34
6.83,7.62,0.59,90.57,61.78,135.02
1.32,4.72,0.3,53.08,73.26,70.71
2.28,7.39,1.59,52.75,66.65,82.0
2.96,5.81,1.31,75.24,77.67,95.05
6.52,3.42,2.42,96.91,89.46,128.97
5.98,6.73,0.24,85.47,60.91,123.53
7.24,7.04,4.32,55.55,61.57,118.95
2.38,5.0,1.03,52.94,50.85,70.63
2.76,8.65,2.01,77.35,76.88,100.71
4.94,5.86,2.69,50.77,65.75,98.17
5.22,6.4,3.94,90.26,70.57,113.63
2.23,4.51,0.47,53.46,89.37,84.46
7.72,7.67,0.93,75.16,75.11,143.25
2.19,3.8,1.23,75.42,79.93,83.28
3.49,3.07,0.3,63.22,51.05,79.37
4.35,3.68,4.86,86.25,83.83,99.85
6.68,7.64,4.72,86.23,54.51,121.3
5.69,8.05,1.23,79.08,71.82,125.39
2.81,3.36,1.36,55.85,71.0,77.86
5.28,4.06,3.72,72.87,84.46,107.93
4.67,4.31,3.08,81.57,52.53,94.32
3.39,4.12,3.0,79.62,75.55,90.99
1.48,3.3,2.92,71.05,53.12,59.94
2.57,6.34,3.93,69.36,82.83,88.2
4.24,5.28,0.63,58.31,71.37,98.84
4.25,7.26,3.59,98.62,83.59,115.89
1.13,8.04,3.93,81.61,68.03,78.15
3.46,6.07,1.42,74.63,60.22,93.02
5.29,3.2,2.64,88.19,51.18,98.84
6.45,8.06,2.74,83.07,86.9,136.47
7.16,3.95,4.94,74.62,56.4,111.39
1.47,5.3,0.4,78.84,52.51,73.02
1.87,7.46,3.47,62.46,59.88,74.96
4.11,4.15,1.89,58.48,61.88,87.97
7.24,5.86,3.76,92.34,68.39,130.25
1.14,5.93,1.06,96.29,63.18,80.04
